Sample1	Sample2	Sample3	Sample4	Sample5
FAM171A2	0	0.3507	0.073	0	0
FAM171B	0	0.576	0	0	0
FAM172A	1.9718	2.5042	1.962	1.3006	3.445
FAM173A	1.7906	0.8844	4.0988	4.0123	1.6628
FAM173B	0.8344	0.3419	0.9015	0	0.9265
FAM174A	2.6764	1.0011	1.0733	1.1194	0.8197
FAM174B	0	0	0	0	0
FAM175A	0	0.3765	1.1593	1.9631	0
FAM175B	3.4391	2.9108	2.0122	2.3908	2.1196
FAM177A1	0.934	0.8257	1.44	1.266	1.5674
FAM177B	0	0	0	0	0
FAM178A	2.6451	2.5384	2.246	1.6186	3.8578
FAM178B	0	0	0	0	0
FAM179A	0	0	0	0	0
FAM179B	2.1909	2.798	1.1945	1.529	3.5548
FAM180A	0	0	0	0	0
FAM180B	0	0.5705	0	0	0
FAM181A	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0
FAM181B	0	0	0	0	0
FAM182A	0	0	0	0	0
FAM182B	0	0	0	0	0
FAM183A	0	0	0	0	0
FAM183B	0	0	0	0	0
FAM183CP	0	0	0	0	0
FAM184A	0	0	0	0	0
FAM184B	0	0	0	0	0
FAM185A	0.944	0.8175	1.2081	0	1.126
FAM186A	0	0	0	0	0
FAM186B	0	0	0	0	0
FAM187A	0	0	0	0	0
FAM187B	0	0	0	0	0
FAM188A	2.7464	2.5018	2.9537	2.0725	2.9158
FAM188B	0	0	0	0	0
FAM188B2	0	0	0	0	0
FAM189A1	0	0	0	0	0
FAM189A2	0	0	0	0	0
FAM189B	0.5496	1.4004	1.4207	0.639	0.752
FAM192A	4.4161	3.9556	4.6495	3.0336	4.0516
FAM193A	3.6168	4.4565	3.2493	4.2735	4.0325
FAM193B	3.1123	3.9182	3.6051	3.767	3.9735
FAM194A	0	0	0	0	0
FAM194B	0	0	0	0	0
FAM195A	0	0	0	0	0
FAM195B	3.3523	3.1716	4.2702	3.1848	3.1272
FAM196A	0	0	0	0	0
FAM196B	0	0	0	0	0
FAM197Y2	0	0	0	0	0
FAM197Y3	0	0	0	0	0
FAM197Y6	0	0	0	0	0
FAM197Y7	0	0	0	0	0
FAM197Y8	0	0	0	0	0
FAM198A	0	0	0	0	0
FAM198B	0	0	0	0	0
FAM199X	2.5222	2.6832	2.1763	2.4357	3.9341
FAM19A1	0	0	0	0	0
FAM19A2	0.959	0	0	0	0.164
FAM19A3	0	0	0	0	0
FAM19A4	0	0	0	0	0
FAM19A5	0	0	0	0	0
FAM200A	1.1313	0.173	0.9613	0.7545	0.976
FAM200B	2.3296	2.0421	2.2069	1.2606	2.3475
FAM201A	0	0	0	0	0
FAM203A	1.5376	1.756	2.1288	0.4093	0.2285
FAM203B	1.1485	1.2761	1.7879	0	0
FAM204A	2.5438	2.7614	2.2637	1.6806	2.7041
FAM205A	0	0	0	0	0
FAM206A	2.1965	1.2111	1.1545	0.5075	0.8416
FAM207A	4.0497	3.0726	4.2211	1.8976	1.959
FAM208A	3.0087	3.4656	3.2798	2.409	3.9487
FAM208B	2.9382	3.9454	3.1369	2.728	4.7275
FAM209A	0	1.1146	0	1.4552	0.3631
FAM209B	0	1.1284	0	2.1385	0.152
FAM20A	0	0	0	0	0
FAM20B	3.1175	3.2579	2.9085	1.4225	3.676
FAM20C	0	0	0	0	0
FAM210A	1.9423	2.3121	1.5089	2.2292	2.6408
FAM210B	1.6204	1.334	1.718	1.446	0
FAM211A	0	2.2192	0	0	0
FAM211B	0	0	0	0	0
FAM212A	1.5331	0.9044	0.0824	0	0.1698
FAM212B	0	0	0	0	0
FAM213A	2.8527	2.4071	3.7338	2.4086	2.7926
FAM213B	2.0517	3.9018	2.7768	1.0562	1.9404
FAM214A	2.9045	3.2336	1.8778	2.2193	3.2825
FAM214B	0.7761	0.6487	1.1463	0.2416	0
FAM215A	0	0	0	0	0
FAM215B	0	1.6541	0	0	0
FAM216A	2.6067	2.3344	2.7095	1.7355	2.3934
FAM216B	0	0	0	0	0
FAM217A	0	0	0	0	0
FAM217B	1.9597	1.1195	0.7268	0	2.0809
FAM218A	0	0	0	0	0
FAM219A	1.2114	0.4138	2.1135	1.5436	0.6616
FAM219B	1.8947	2.9354	2.5448	1.6424	3.0953
FAM21A	3.1711	3.2441	3.6724	2.7048	3.3013
FAM21B	1.7821	1.8764	2.1213	1.1864	1.6241
FAM21C	3.0492	3.4628	3.6505	2.9141	3.4697
FAM21D	0	0.6076	1.2711	0.3378	0.6869
FAM220A	2.4789	1.2717	2.1105	1.1078	0.7358
FAM221A	0.194	1.8966	0.6312	0	1.0898
FAM221B	0	0	0	0	0
FAM222A	0	0.2812	0	2.0335	0
FAM222A-AS1	0	0	0	0	0
FAM222B	1.4716	2.0117	0.636	2.3037	1.7668
FAM224A	0	0	0	0	0
FAM224B	0	0	0	0	0
FAM225A	0	0	0	0	0
FAM225B	0	0	0	0	0
FAM226B	1.1878	0.7901	0.9247	0.0166	0.0246
FAM227A	0	0	0	0	0
FAM227B	0	0	0	0	0
FAM228A	0	0	0	0	0
FAM228B	0.2815	1.1233	0.6573	0.1049	1.9795
FAM229A	2.6277	3.8857	1.8193	3.1871	3.2142
FAM229B	1.2753	0.6145	0.451	0	0.1346
FAM230A	0	0	0	0	0
FAM230B	0	0	0	0	0
FAM24A	0	0	0	0	0
FAM24B	0	0.0307	0	0	0.1168
FAM25A	0	0	0	0	0
FAM25B	0	0	0	0	0
FAM25C	0	0	0	0	0
FAM25D	0	0	0	0	0
FAM25E	0	0	0	0	0
FAM25G	0	0	0	0	0
FAM26D	0	0	0	0	0
FAM26E	0	0	0	0	0
FAM26F	2.637	0	1.6042	0.9633	0
FAM27A	5.6544	0.2164	3.9762	3.3957	1.6157
FAM27B	5.6533	0	4.5188	4.011	1.9895
FAM27C	5.3061	0	2.838	1.5768	1.7697
FAM27D1	0	0	0	0	0
FAM27E1	1.3684	0	0.7298	0.2455	0.125
FAM27E2	2.103	0	0.1758	0.8149	0
FAM27E3	4.4051	1.0107	2.9285	3.182	2.237
FAM27L	0	0	0	0	0
FAM32A	5.2645	4.5157	5.6553	5.4155	4.1243
FAM35A	2.9975	3.8643	3.1706	2.0772	3.9408
FAM3A	2.1264	1.629	2.4998	1.8733	1.0164
FAM3B	0	0	0	0	0
FAM3C	1.0542	1.1266	0.6974	0	0.9405
FAM3D	0	0	0	0	0
FAM41AY1	0	0	0	0	0
FAM41AY2	0	0	0	0	0
FAM41C	0	0	0	0	0
FAM43A	0	0	0	0	0
FAM43B	0	0	0	0	0
FAM45A	2.9833	1.7973	1.5663	0.3064	1.6094
FAM46A	0	0.4805	0	0	0
FAM46B	0	0	0	0	0
FAM46C	3.738	2.9033	2.8016	2.3811	3.578
FAM46D	0	0	0	0	0
FAM47A	0	0	0	0	0
FAM47B	0	0	0	0	0
FAM47C	0	0	0	0	0
FAM47E	0	0	0	0	0
FAM47E-STBD1	0	0	0	0	0
FAM49A	0	0	0	0	0
FAM49B	3.5736	3.7404	3.1154	3.5191	3.3414
FAM50A	2.4198	1.6167	3.0578	1.7038	2.2174
FAM50B	0	0	0	0	0
FAM53A	0	0	0	0.3407	0.9453
FAM53B	4.3766	3.9235	5.6759	3.4847	4.223
FAM53C	4.0115	5.3502	4.505	5.4234	3.243
FAM57A	0	0	0	0	0
FAM57B	0	0.1062	0	0	0
FAM58A	2.6318	2.7	3.5777	2.7534	1.6998
FAM60A	4.8693	4.4393	4.1567	4.7738	5.3086
FAM63A	1.9407	0.4641	2.4235	0	1.5848
FAM63B	0.8461	2.1354	0.6769	0	3.182
FAM64A	1.9106	1.6571	1.852	0	0
FAM65A	0	0.5239	0.6108	1.3186	0.1405
FAM65B	3.948	4.0675	4.9307	2.1138	4.576
FAM65C	0	0	0	0	0
FAM66A	0	0	0	0	0
FAM66B	0	0.3915	0	0	0
FAM66C	0	0	0	0	0
FAM66D	0	0	0	0	0
FAM66E	0	0	0	0	0
FAM69A	2.3967	0.5429	1.7751	0	3.1578
FAM69B	0	0	0	1.1369	0
FAM69C	0	0	0	0	0
FAM71A	0	2.9046	0	1.7466	1.0689
FAM71B	0	0	0	0	0
FAM71C	0	0	0	0	0
FAM71D	0	0	0	0	0
FAM71E1	0	0	0	0	0
FAM71E2	0	0	0	0	0
FAM71F1	0	0	0	0	0.6898
FAM71F2	0	1.1016	0	0.8882	2.4008
FAM72A	0	0.554	0.454	0	0
FAM72B	0	1.3435	1.0999	0	0.7076
FAM72C	0	0	0.9787	0	0
FAM72D	0.0304	1.4602	0	0	0.5956
FAM73A	1.478	1.8213	1.1585	1.404	1.6104
FAM73B	2.9818	2.6523	2.765	2.0247	2.4365
FAM74A1	0	0	0	0	0
FAM74A2	0	0	0	0	0
FAM74A3	0	0	0	0	0
FAM74A4	0	0	0	0	0
FAM74A5	0	0	0	0	0
FAM74A6	0	0	0	0	0
FAM76A	1.7772	1.962	2.118	0.7779	2.2606
FAM76B	2.9741	3.8254	3.3674	3.3783	4.1261
FAM78A	2.8881	3.0537	3.8407	3.1358	3.3732
FAM78B	0	0	0	0	0
FAM81A	0	0	0	0	0
FAM81B	0	0	0	0	0
FAM83A	0	0	0	0	0
FAM83A-AS1	0	0	0	0	0
FAM83B	0	0	0	0	0
FAM83C	0	0	0	0	0
FAM83C-AS1	0	0	0	0	0
FAM83D	2.1639	2.9726	3.1919	3.4083	3.7405
FAM83E	0	0.7444	0	0.0521	0
FAM83F	0	0	0	1.8119	0
FAM83G	0.3284	0.7726	1.8122	0.7931	0
FAM83H	0	0	0	0	0
FAM83H-AS1	0	0	0	0	0
FAM84A	0	0	0	0	0
FAM84B	1.3315	1.8275	0	1.4377	0
FAM85A	0	0	0	0	0
FAM85B	0	0	0	0	0
FAM86A	0	0	0.4795	0	0
FAM86B1	0	0	0	0	0
FAM86B2	0	0	0	0	0
FAM86C1	0.3028	0	0.5956	0	0
FAM87A	0	0	0	0	0
FAM87B	0	0	0	0	0
FAM89A	0	0	0	0	0
FAM89B	0.9561	1.124	3.278	0.9242	0.0303
FAM8A1	3.3902	4.0246	2.9081	1.5923	3.312
FAM90A1	0	0	0	0	0
FAM90A26	0	0	0	0	0
FAM91A1	3.8055	3.1559	2.4982	2.847	3.6563
FAM92A1	0.7671	1.1395	0.9888	0	0
FAM95B1	0	0	0	0	0
FAM96A	4.1454	3.5845	4.529	3.0403	2.5074
FAM96B	4.6753	4.0181	5.5853	3.303	3.3467
FAM98A	0.9043	1.2112	1.4345	0.0746	0.6578
FAM98B	1.2439	2.604	2.3671	1.3823	3.0854
FAM98C	0.6048	0.7224	0.797	0	0
FAM99A	0	0	0	0	0
FAM99B	0	0	0	0	0
FAM9A	0	0	0	0	0
FAM9B	0	0	0	0	0
FAM9C	0	0	0	0	0
FAN1	2.4329	3.1329	2.4859	0.8507	4.0598
FANCA	1.3292	3.3538	2.4312	1.3135	3.2039
FANCB	2.261	3.2881	2.749	2.6151	2.7563
FANCC	1.8419	2.0703	1.5614	0	2.228
FANCD2	2.1621	3.4349	2.368	1.927	2.8193
FANCD2OS	0	0	0	0	0
FANCE	2.3339	3.2989	3.3795	0.7772	2.8859
FANCF	3.4804	2.002	3.2803	2.2284	2.9846
FANCG	2.395	4.2415	4.2478	2.7146	3.4082
FANCI	2.9298	4.561	3.0524	2.5516	4.2136
FANCL	2.691	3.9823	3.0693	2.7865	5.0921
FANCM	1.553	2.3141	1.6062	2.0135	2.4018
FANK1	0	0	0	0	0
FANK1-AS1	0	0	0	0	0
FAP	0	0	0	0	0
FAR1	2.8758	3.9487	2.7944	2.9544	0
FAR1-IT1	1.3341	3.1613	1.4634	1.9736	0
FAR2	1.8144	1.432	1.7433	0	2.1906
FARP1	0	0	0	0	0
FARP1-AS1	0	0	0	0.0325	3.2922
FARP2	0.4231	0.8284	0.7167	0.3935	0.8792
FARS2	3.145	3.0022	4.1091	2.1967	2.5863
FARSA	4.6189	4.1557	5.4638	3.5265	3.4241
FARSB	3.7201	3.8251	3.1541	1.6777	3.5606
FAS	1.2292	0.3077	0.8287	0	0.2104
FASLG	0	0	0	0	0
FASN	3.6468	4.7714	4.7535	5.4387	4.6157
FASTK	3.6681	3.3476	3.6247	2.3823	2.7727
FASTKD1	2.3816	2.3304	2.84	1.9995	3.0084
FASTKD2	2.4501	2.6251	2.0747	1.1776	1.9928
FASTKD3	1.9827	0.9136	1.5557	0.5169	0.1594
FASTKD5	3.0693	4.472	2.8684	3.3898	3.4275
FAT1	0	5.8748	4.6639	5.9204	5.0733
FAT2	0	0	0	0	0
FAT3	0	0	0	0	0
FAT4	0	0	0	0	0
FATE1	0	0	0	0	0
FAU	7.3724	6.7973	7.4466	8.1935	6.5278
FAXC	0	0	0	0	0
FAXDC2	0	0	0	0	0
FBF1	0.9978	0.5236	0.4674	0.3482	0
FBL	5.3674	6.0522	6.6869	6.4272	4.9396
FBLIM1	2.7956	0	0	2.0774	0
FBLL1	0	0	0	0	0
FBLN1	0	0	0	0	0
FBLN2	3.7591	0	4.4836	2.6303	3.4132
FBLN5	0	0	0	0	0
FBLN7	0	0	0.2963	0	0
FBN1	0	2.5288	0	0	1.8279
FBN2	0	0	0	0	0
FBN3	0	0	0	0	0
FBP1	0.1444	0.8055	0.2551	0	0
FBP2	0	0	0	0	0
FBRS	3.676	3.7772	3.9739	5.3814	3.6373
FBRSL1	2.4686	3.0488	2.5095	2.0948	2.811
FBXL12	4.1718	3.1843	3.4545	3.9895	2.5052
FBXL13	0.553	0.9868	0.6133	0.2513	1.4604
FBXL14	2.5282	2.384	3.0821	4.4636	3.5102
FBXL15	1.8944	0.6588	1.5432	0.2466	0.4584
FBXL16	0	0	0	0	0
FBXL17	1.5345	1.7067	1.5319	1.1458	2.0422
FBXL18	1.3752	1.6097	1.3075	1.5634	0.8514
FBXL19	3.514	2.7726	4.3404	3.4411	2.4963
FBXL19-AS1	0.3137	0.9735	1.3141	0.7145	2.1089
FBXL2	0	0	0	0	0
FBXL20	3.3279	3.3129	2.7528	2.9135	3.5575
FBXL22	0	0	0	0	0
FBXL3	3.4735	4.2922	3.1348	4.2895	4.393
FBXL4	2.1603	0.8907	1.8772	0.9856	2.7765
FBXL5	5.2934	5.1632	4.4978	4.5156	4.8158
FBXL6	2.2592	1.8329	1.6484	1.1708	1.26
FBXL7	0	0	0	0	0
FBXL8	0.0377	0	0.2963	0	0.6826
FBXO10	0	0	0	0	0
FBXO11	3.4444	4.564	3.2794	3.7728	4.506
FBXO15	0	0	0	0	0
FBXO16	0	0	0	0	0
FBXO17	0	0	0	0	0
FBXO18	3.7889	3.4135	4.5533	3.0547	3.2786
FBXO2	0	0	0	0	0
FBXO21	3.3492	3.5184	2.8846	3.727	3.0441
FBXO22	1.9174	2.1633	1.8776	0.3719	2.8196
FBXO24	0	0	0	0	0
FBXO25	3.2027	3.1598	3.4896	3.4402	3.6258
FBXO27	0	0	0	0	0
FBXO28	2.7804	3.1453	1.7568	3.0581	3.122
FBXO3	2.4897	3.119	2.065	1.8658	2.5728
FBXO30	1.5882	1.042	0.109	0.597	2.0693
FBXO31	2.5023	2.821	3.7491	2.9848	1.9032
FBXO32	2.6667	0	0.58	0.9143	0
FBXO33	2.7279	4.4812	3.4492	5.0352	3.8061
FBXO34	3.3467	2.6465	2.3649	2.5558	3.1078
FBXO36	0.4672	0.1881	0	0	0
FBXO36-IT1	0	0	0	0	0
FBXO38	2.691	2.1261	1.941	0.8829	2.7534
FBXO39	0	0	0	0	0
FBXO4	2.0301	1.9613	2.4295	0	1.4836
FBXO40	0	0	0	0	0
FBXO41	2.9432	3.6775	2.1657	2.4883	2.7615
FBXO42	2.959	3.426	2.3707	3.3035	2.6199
FBXO43	0.6132	0	0	0	1.0472
FBXO44	2.0978	0	2.368	1.8718	1.515
FBXO45	1.9734	3.3911	1.5616	2.8714	2.4674
FBXO46	2.998	2.3186	2.8917	2.5902	1.9896
FBXO47	0	0	0	0	0
FBXO48	0	0	0	0	0
FBXO5	2.9736	4.9681	3.7273	3.0738	4.2197
FBXO6	0	0	0.3647	0	0
FBXO7	4.6019	4.8037	4.3581	4.6964	4.0329
FBXO8	2.6492	1.8947	1.6199	1.2822	2.6405
FBXO9	1.8259	2.1308	2.0667	1.6902	2.0161
FBXW10	0	0	0	0	0
FBXW11	3.8366	3.3218	2.8888	3.4815	3.5953
FBXW12	0	0	0	0	0
FBXW2	3.3675	3.3309	2.8709	2.7046	3.4399
FBXW4	3.5787	3.3267	3.0487	2.8314	3.1106
FBXW5	5.0498	3.7832	5.0271	4.5037	3.5912
FBXW7	2.7718	3.0956	3.1309	3.3438	4.3405
FBXW8	2.3281	2.1565	2.1052	1.1302	2.0155
FBXW9	1.7212	1.5945	1.6674	1.4411	1.4012
FCAMR	0	0	0	0	0
FCAR	0	1.4059	0.1784	0	0.0481
FCER1A	0	0.6755	0	0	0
FCER1G	2.2807	3.4772	3.0431	1.2623	0.6272
FCER2	0	0	0	0	0
FCF1	3.3029	2.9657	3.6672	2.2561	3.161
FCGBP	2.8708	0.0596	1.0891	0.4462	0.8957
FCGR1A	0	0	0	0	0
FCGR1B	0	0	0	0	0
FCGR2A	0.1301	0.3092	0	0	0
FCGR2B	0	0	0	0	0
FCGR3A	0.4906	0	2.9683	0	0
FCGR3B	0	0	0	0	0
FCGRT	3.5474	2.8596	3.9881	3.5302	3.5132
FCHO1	3.2683	3.0673	3.6013	1.5565	2.5914
FCHO2	0	0	0	0	0
FCHSD1	2.2939	0.8673	0	0.3808	0
FCHSD2	3.4951	4.1117	3.2026	2.592	4.6104
FCN1	4.7126	5.5544	5.7731	3.2584	0.5126
FCN2	0	0	0	0	0
FCN3	0	0	0	0	0
FCRL1	0	0.2281	0	0	0
FCRL2	0	0	0	0	0
FCRL3	0	0	0	0	0
FCRL4	0	0	0	0	0
FCRL5	0	0	0	0	0
FCRL6	0	0	0	0	0
FCRLA	0	0	0	0	0
FCRLB	0	0	0	0	0
FDCSP	0	0	0	0	0
FDFT1	5.9169	5.8366	5.2586	4.9678	5.7697
FDPS	4.4284	4.8482	5.3856	4.1208	5.2201
FDX1	3.0459	3.4168	3.2585	2.9525	2.008
FDX1L	0	0	0	0	0
FDXACB1	0	0	0	0	0
FDXR	0.9859	1.569	1.6958	0.5374	1.0589
FECH	3.2557	3.0477	2.6563	1.8126	2.7311
FEM1A	4.29	4.1355	4.6121	5.3052	3.7742
FEM1B	3.3242	4.1281	3.0774	4.0672	3.775
FEM1C	2.9529	4.3065	2.161	2.9483	4.2245
FEN1	5.1754	5.4208	5.512	3.82	4.2708
FENDRR	0	0	0	0	0
FER	1.7139	2.5713	0.3771	0	2.6385
FER1L6	0	0	0	0	0
FER1L6-AS1	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0
FERD3L	0	0	0	0	0
FERMT1	0	0	0	0	0
FERMT2	0	0	0	0	0
FERMT3	5.2892	4.6806	5.8999	5.0053	4.3497
FES	2.3432	1.1334	0.0687	0.2776	0.9864
FETUB	0	0	0	0	0
FEV	0	0	0	0	0
FEZ1	0	0	0	0.8392	0
FEZ2	2.096	0.9413	1.6065	0.5315	1.0344
FEZF1	0	0	0	0	0
FEZF1-AS1	0	0	0	0	0
FEZF2	0	0	0	0	0
FFAR1	0	0	0	0	0
FFAR2	0	0	0	0	0
FFAR3	0	0	0	0	0
FFAR4	0	0	0	0	0
FGA	0	0	0	0	0
FGB	0	0	0	0	0
FGD1	0	0	0	0.0941	0
FGD2	0	0	0	0	0
FGD3	5.1519	4.3339	4.4676	4.0336	4.0456
FGD4	0	0	0	0	0
FGD5	0	0	0	0	0
FGD5-AS1	4.6425	4.1636	4.0514	4.1849	5.1297
FGD6	0	0.6327	0	1.255	1.4569
FGF1	0	0	0	0	0
FGF10	0	0	0	0	0
FGF11	0	0	0	0	0
FGF12	0	0	0	0	0
FGF12-AS1	0	0	0	0	0
FGF12-AS2	0	0	0	0	0
FGF12-AS3	0	0	0	0	0
FGF13	0	0	0	0	0
FGF13-AS1	0	0	0	0	0
FGF14	0	0	0	0	0
FGF14-AS1	0	0	0	0	0
FGF14-AS2	0	0	1.5235	0	0
FGF14-IT1	0	0	0	0	0
FGF16	0	0	0	0	0
FGF17	0	0	0	0	0.1898
FGF18	0	0	0	0.8301	1.937
FGF19	0	0	0	0	0
FGF2	0	0	0	0	0
FGF20	0	0	0	0	0
FGF21	0	0	0	0	0
FGF22	0	0	0	0	0
FGF23	0	0	0	0	0
FGF3	0	0	0	0	0
FGF4	0	0	0	0	0
FGF5	0	0	0	0	0
FGF6	0	0	0	0	0
FGF7	0	0	0	0	0
FGF8	0	0	0	0	0
FGF9	0	0	0	0	0
FGFBP1	0	0	0	0	0
FGFBP2	0	0	0	0.9003	0
FGFBP3	0	0	1.3235	0	0
FGFR1	4.1977	4.908	3.685	4.8678	4.7486
FGFR1OP	0	0.5569	0	0	0.9403
FGFR1OP2	4.0924	3.4848	3.6477	3.9172	4.9024
FGFR2	0	0	0	0	0
FGFR3	0	2.5765	0	0	0
FGFR4	0	0	0	0	0
FGFRL1	0.5883	0	0.6268	1.5426	0
FGG	0	0	0	0	0
FGGY	1.8082	2.0579	1.2685	0.6699	0.6318
FGL1	0	0	0	0	0
FGL2	2.4361	0.3215	1.2973	0	0
FGR	2.0255	2.4585	6.1722	1.6769	2.9983
FH	3.6975	4.1604	4.664	2.4529	3.898
FHAD1	0	0	0	0	0
FHDC1	0	0	0	0	0.4319
FHIT	2.8155	1.244	2.3168	0.1923	2.9593
FHL1	1.1129	0.673	4.4706	3.4977	2.5515
FHL2	0	0	0	0	0
FHL3	0	1.237	0	0	0
FHL5	0	0	0	0	0
FHOD1	2.0258	2.0644	2.6971	1.2779	2.9067
FHOD3	0	0	0	0	0
FIBCD1	0	0	0	0	0
FIBIN	0	0	0	0	0
FIBP	4.464	3.8294	4.807	3.8165	2.9493
FICD	0.8716	0.0377	0.808	0.2689	0.6045
FIG4	0.8342	1.5166	1.986	0.3902	1.6157
FIGF	0	0	0	0	0
FIGLA	0	0	0	0	0
FIGN	0	0	0	0	0
FIGNL1	2.3417	3.8866	2.1687	1.9399	4.2028
FILIP1	0	0	0	0	0
FILIP1L	0	0	0	0	0.2694
FIP1L1	3.2176	4.0454	3.3621	3.1658	3.4648
FIS1	5.0027	4.1485	5.2076	4.0479	3.6895
FITM1	0	0	0	0	0
FITM2	0	0	0	0	0
FIZ1	0.5509	0.3166	0.8031	0.7253	0.2676
FJX1	0	0	0	0	0
FKBP10	0	0	0	0	0
FKBP11	0.7327	1.8001	1.1055	1.2011	1.6349
FKBP14	0.2659	0	0.7747	0.6037	2.4024
FKBP15	2.8188	2.7174	1.9111	1.1265	2.9992
FKBP1A	5.8156	5.4143	6.2211	4.9202	5.184
FKBP1B	0	0	0.4212	0	0
FKBP1C	1.1233	0.5721	1.2914	0	0.3933
FKBP2	3.3309	2.3431	4.5611	3.4583	2.5974
FKBP3	4.4757	4.6995	4.9834	3.5237	4.1516
FKBP4	4.4322	4.5612	5.6176	3.869	4.8819
FKBP5	3.7629	5.2294	4.936	2.4016	5.1731
FKBP6	0	0	0	0	0
FKBP7	0	0	0	0	0
FKBP8	6.057	5.249	6.1195	5.7383	4.4104
FKBP9	0	0	0	0	0
FKBPL	2.3594	1.8722	2.1051	2.5058	2.6386
FKRP	1.344	1.3677	1.2559	1.1836	1.3702
FKSG62	0	0	0	0	0
FKTN	1.6224	1.0098	0.6004	0	1.6458
FLAD1	2.7074	2.0565	2.7041	1.0888	1.7657
FLCN	0	0	0.7552	0	0
FLG	0	0	0	0	0
FLG2	0	0	0	0	0
FLG-AS1	0.9959	0	0	0	0
FLI1	3.011	2.3984	3.37	2.1338	3.3761
FLI1-AS1	0	0	0	0	0
FLII	4.5374	4.9224	5.3375	4.5002	4.5178
FLJ27365	1.9187	0.1368	0	0	2.127
FLNA	6.4256	6.0107	7.6711	6.6905	5.8342
FLNB	2.0955	4.2349	3.22	2.3847	1.7027
FLNB-AS1	0	0	0	0	0
FLNC	0	0	0	0	0
FLOT1	4.4745	3.6322	5.7812	3.761	3.512
FLOT2	3.9428	3.6432	3.746	2.5481	3.2137
FLRT1	0	0	0	0	0
FLRT2	0	0	0	0	0
FLRT3	0	0	0	0	0
FLT1	0.0045	0	0	0	0.704
FLT3	0	1.0747	0	0.1272	2.1159
FLT3LG	0	0	0	0	0
FLT4	0	0	0	0	3.2689
FLVCR1	0.8885	1.9037	0.6057	0.3941	2.5068
FLVCR1-AS1	0	0	0	0	0.2036
FLVCR2	0	0	0	0	0
FLYWCH1	2.3761	1.1607	1.9467	1.7776	0
FLYWCH2	3.4583	3.0467	4.0289	1.6605	1.5177
FMN1	0	0	0	0	1.6216
FMN2	0	0	0	0	0
FMNL1	4.3825	4.7205	4.8591	4.1362	3.9754
FMNL2	0	0	0	0	0
FMNL3	2.5138	2.4265	2.8402	1.6506	2.0591
FMO1	0	0	0	0	0
FMO2	0	0	0	0	0
FMO3	0	0	0	0	0
FMO4	0	0	0	0	0
FMO5	0	0	0	0	0
FMO6P	0	0	0	0	0
FMOD	0	0	0	0	0
FMR1	2.9497	3.9954	2.9147	2.555	4.371
FMR1-AS1	0	0	0	0	0
FMR1-IT1	0	1.0022	0.4698	0.5308	2.4604
FMR1NB	0	0	0	0	0
FN1	0	0	0	0	0
FN3K	0	0	0	0	0
FN3KRP	3.0588	3.1386	3.2176	2.9318	2.6202
FNBP1	6.5622	5.4347	4.9533	5.2015	5.4089
FNBP1L	0	2.0855	0.2776	0	2.194
FNBP4	4.3151	5.4796	3.7265	4.8538	5.4722
FNDC1	0	0	0	0	0
FNDC1-IT1	0	0	0	0	0
FNDC3A	4.0076	4.2537	3.4971	3.4826	3.7671
FNDC3B	0	0.8106	0	0	0.2167
FNDC4	0	0	0	0	0
FNDC5	0	0	0	0	0
FNDC7	0	0	0	0	1.9584
FNDC8	0	0	0	0	0
FNDC9	0	0	0	0	0
FNIP1	3.134	3.7566	2.0646	3.5118	3.9595
FNIP2	0.7034	2.4483	0.5521	0	1.771
FNTA	1.8495	2.6499	1.8467	1.8709	2.6483
FNTB	0.3805	0.8415	1.1264	0.0066	0
FOCAD	0.4648	0.9346	2.4666	1.4781	3.8871
FOLH1	0	0	0	0	0
FOLR1	0	0	0	0	0
FOLR2	0	0	0	0	0
FOLR3	0	0	0	0	0
FOLR4	0	0	0	0	0
FOPNL	4.5127	3.6466	3.4557	2.8536	3.2924
FOS	7.8901	7.0468	6.6598	7.9948	4.7447
FOSB	6.1913	5.2022	5.3332	6.0611	3.3181
FOSL1	0	0	0	0.9454	0
FOSL2	2.7798	4.122	0.178	2.8835	3.5285
FOXA1	0	0	0	0	0
FOXA2	0	0	0	0	0
FOXA3	0	0	0	0	0
FOXB1	0	0	0	0	0
FOXB2	0	0	0	0	0
FOXC1	0	0	0	0	0
FOXC2	0	0	0	0	0
FOXD1	0	0	0	0	0
FOXD2	0	0	0	0	0
FOXD2-AS1	2.276	3.137	1.6748	0.5748	1.3824
FOXD3	0	0	0	0	0
FOXD4	0	0	0	0	0
FOXD4L1	0	0	0	0	0
FOXD4L2	0	0	0	0	0
FOXD4L3	0	0	0	0	0
FOXD4L4	0	0	0	0	0
FOXD4L5	0	0	0	0	0
FOXD4L6	0	0	0	0	0
FOXE1	0	0	0	0	0
FOXE3	0	0	0	0	0
FOXF1	0	0	0	0	0
FOXF2	0	0	0	0	0
FOXG1	0	0	0	0	0
FOXH1	0	0	0	0	0
FOXI1	0	0	0	0	1.002
FOXI2	0	0	0	0	0
FOXI3	0	0	0	0	0
FOXJ1	0	0	0	0	0
FOXJ2	1.7732	2.5137	2.1319	2.8184	1.6786
FOXJ3	4.2602	4.2502	3.2707	4.4961	4.2354
FOXK1	3.065	3.0301	3.0622	3.1979	3.089
FOXK2	3.5664	3.3114	3.8406	5.0023	3.5033
