GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
DUSP1	0.99453	0.99453	0.99097	0.99097	0.99453	0.99097	0.98805	0.99453	0.99097	0.99649
DUSP10	0.33264	0.33264	0.379335	0.379335	0.33264	0.379335	0.28168	0.33264	0.379335	0.54356
DUSP11	0.51813	0.51813	0.46129	0.46129	0.51813	0.46129	0.49762	0.51813	0.46129	0.471595
DUSP12	0.582125	0.582125	0.55593	0.55593	0.582125	0.55593	0.64008	0.582125	0.55593	0.563795
DUSP13	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP14	0.56171	0.56171	0.46129	0.46129	0.56171	0.46129	0.447755	0.56171	0.46129	0.6121425
DUSP15	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP16	0.44535	0.44535	0.3954575	0.3954575	0.44535	0.3954575	0.4137375	0.44535	0.3954575	0.43921
DUSP18	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.235225
DUSP19	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP2	0.39793	0.39793	0.2899225	0.2899225	0.39793	0.2899225	0.31642	0.39793	0.2899225	0.88108
DUSP21	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP22	0.71834	0.71834	0.6842325	0.6842325	0.71834	0.6842325	0.688275	0.71834	0.6842325	0.664205
DUSP23	0.86266	0.86266	0.91131	0.91131	0.86266	0.91131	0.882675	0.86266	0.91131	0.87032
DUSP26	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP27	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUSP28	0.3239	0.3239	0.267505	0.267505	0.3239	0.267505	0.265335	0.3239	0.267505	0.2811225
DUSP3	0.72113	0.72113	0.78598	0.78598	0.72113	0.78598	0.757485	0.72113	0.78598	0.72866
DUSP4	0.28881	0.28881	0.53847	0.53847	0.28881	0.53847	0.08815	0.28881	0.53847	0.2988
DUSP5	0.458315	0.458315	0.266535	0.266535	0.458315	0.266535	0.471395	0.458315	0.266535	0.81506
DUSP6	0.664755	0.664755	0.73886	0.73886	0.664755	0.73886	0.69655	0.664755	0.73886	0.79153
DUSP7	0.45503	0.45503	0.56889	0.56889	0.45503	0.56889	0.512025	0.45503	0.56889	0.46991
DUSP9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DUT	0.66839	0.66839	0.73358	0.73358	0.66839	0.73358	0.71449	0.66839	0.73358	0.6825125
DVL1	0.801745	0.801745	0.77494	0.77494	0.801745	0.77494	0.78378	0.801745	0.77494	0.741475
DVL2	0.63631	0.63631	0.58266	0.58266	0.63631	0.58266	0.61361	0.63631	0.58266	0.55861
DVL3	0.9107	0.9107	0.80909	0.80909	0.9107	0.80909	0.8229	0.9107	0.80909	0.866245
DXO	0.54534	0.54534	0.566695	0.566695	0.54534	0.566695	0.55495	0.54534	0.566695	0.53573
DYDC1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DYDC2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DYM	0.456765	0.456765	0.51882	0.51882	0.456765	0.51882	0.512025	0.456765	0.51882	0.44216
DYNC1H1	0.74361	0.74361	0.81873	0.81873	0.74361	0.81873	0.78378	0.74361	0.81873	0.731695
DYNC1I1	0.2435	0.2435	0.24482	0.24482	0.2435	0.24482	0.27668	0.2435	0.24482	0.088555
DYNC1I2	0.660955	0.660955	0.76922	0.76922	0.660955	0.76922	0.82434	0.660955	0.76922	0.74288
DYNC1LI1	0.492555	0.492555	0.473425	0.473425	0.492555	0.473425	0.5028	0.492555	0.473425	0.47968
DYNC1LI2	0.7589	0.7589	0.6994825	0.6994825	0.7589	0.6994825	0.75922	0.7589	0.6994825	0.69544
DYNC2H1	0.4380825	0.4380825	0.349385	0.349385	0.4380825	0.349385	0.35755	0.4380825	0.349385	0.2856
DYNC2LI1	0.512945	0.512945	0.33355	0.33355	0.512945	0.33355	0.45383	0.512945	0.33355	0.37252
DYNLL1	0.72388	0.72388	0.78598	0.78598	0.72388	0.78598	0.90771	0.72388	0.78598	0.84407
DYNLL1-AS1	0.2351825	0.2351825	0.252545	0.252545	0.2351825	0.252545	0.3288225	0.2351825	0.252545	0.278665
DYNLL2	0.62152	0.62152	0.65696	0.65696	0.62152	0.65696	0.7220175	0.62152	0.65696	0.647305
DYNLRB1	0.80995	0.80995	0.8374575	0.8374575	0.80995	0.8374575	0.855375	0.80995	0.8374575	0.80533
DYNLRB2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DYNLT1	0.6702	0.6702	0.665395	0.665395	0.6702	0.665395	0.708365	0.6702	0.665395	0.75512
DYNLT3	0.526465	0.526465	0.5953775	0.5953775	0.526465	0.5953775	0.68466	0.526465	0.5953775	0.56617
DYRK1A	0.560155	0.560155	0.591115	0.591115	0.560155	0.591115	0.63403	0.560155	0.591115	0.560405
DYRK1B	0.37281	0.37281	0.42478	0.42478	0.37281	0.42478	0.52076	0.37281	0.42478	0.4655825
DYRK2	0.458315	0.458315	0.3577125	0.3577125	0.458315	0.3577125	0.471395	0.458315	0.3577125	0.443525
DYRK3	0.25811	0.25811	0.09435	0.09435	0.25811	0.09435	0.246375	0.25811	0.09435	0.088555
DYRK4	0.27059	0.27059	0.09435	0.09435	0.27059	0.09435	0.24494	0.27059	0.09435	0.35358
DYSF	0.42305	0.42305	0.42107	0.42107	0.42305	0.42107	0.50826	0.42305	0.42107	0.45837
DYX1C1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DZANK1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
DZIP1	0.39057	0.39057	0.31951	0.31951	0.39057	0.31951	0.50488	0.39057	0.31951	0.36606
DZIP1L	0.365845	0.365845	0.2788725	0.2788725	0.365845	0.2788725	0.314435	0.365845	0.2788725	0.3713
DZIP3	0.286965	0.286965	0.28776	0.28776	0.286965	0.28776	0.335455	0.286965	0.28776	0.311725
E2F1	0.23908	0.23908	0.257175	0.257175	0.23908	0.257175	0.08815	0.23908	0.257175	0.28783
E2F2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
E2F3	0.393185	0.393185	0.46287	0.46287	0.393185	0.46287	0.3778025	0.393185	0.46287	0.43921
E2F4	0.72388	0.72388	0.80704	0.80704	0.72388	0.80704	0.74827	0.72388	0.80704	0.7627
E2F5	0.27335	0.27335	0.09435	0.09435	0.27335	0.09435	0.23801	0.27335	0.09435	0.088555
E2F6	0.3024625	0.3024625	0.37041	0.37041	0.3024625	0.37041	0.28168	0.3024625	0.37041	0.289795
E2F7	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
E2F8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
E4F1	0.51813	0.51813	0.42867	0.42867	0.51813	0.42867	0.438395	0.51813	0.42867	0.4601525
EAF1	0.50862	0.50862	0.37041	0.37041	0.50862	0.37041	0.34113	0.50862	0.37041	0.46991
EAF2	0.09059	0.09059	0.26097	0.26097	0.09059	0.26097	0.23357	0.09059	0.26097	0.2648
EAPP	0.82082	0.82082	0.743945	0.743945	0.82082	0.743945	0.79331	0.82082	0.743945	0.71711
EARS2	0.322685	0.322685	0.3924125	0.3924125	0.322685	0.3924125	0.32229	0.322685	0.3924125	0.35668
EBAG9	0.47487	0.47487	0.42992	0.42992	0.47487	0.42992	0.44327	0.47487	0.42992	0.39619
EBF1	0.698915	0.698915	0.79958	0.79958	0.698915	0.79958	0.835055	0.698915	0.79958	0.73502
EBF2	0.3239	0.3239	0.584475	0.584475	0.3239	0.584475	0.67988	0.3239	0.584475	0.48342
EBF3	0.4352725	0.4352725	0.72802	0.72802	0.4352725	0.72802	0.815125	0.4352725	0.72802	0.645655
EBF4	0.3992475	0.3992475	0.33355	0.33355	0.3992475	0.33355	0.313255	0.3992475	0.33355	0.28204
EBI3	0.09059	0.09059	0.4446725	0.4446725	0.09059	0.4446725	0.229925	0.09059	0.4446725	0.49684
EBLN2	0.27416	0.27416	0.272275	0.272275	0.27416	0.272275	0.23937	0.27416	0.272275	0.23937
EBP	0.58603	0.58603	0.5146	0.5146	0.58603	0.5146	0.45696	0.58603	0.5146	0.624555
EBPL	0.598525	0.598525	0.66092	0.66092	0.598525	0.66092	0.67292	0.598525	0.66092	0.5539225
ECD	0.57523	0.57523	0.54031	0.54031	0.57523	0.54031	0.5745875	0.57523	0.54031	0.53573
ECE1	0.86028	0.86028	0.896735	0.896735	0.86028	0.896735	0.88191	0.86028	0.896735	0.8077075
ECE2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ECEL1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.415615	0.09059	0.09435	0.088555
ECH1	0.855535	0.855535	0.92628	0.92628	0.855535	0.92628	0.88044	0.855535	0.92628	0.92787
ECHDC1	0.62593	0.62593	0.681175	0.681175	0.62593	0.681175	0.54115	0.62593	0.681175	0.68111
ECHDC2	0.36931	0.36931	0.49453	0.49453	0.36931	0.49453	0.55016	0.36931	0.49453	0.47968
ECHDC3	0.560155	0.560155	0.7958775	0.7958775	0.560155	0.7958775	0.45696	0.560155	0.7958775	0.52271
ECHS1	0.86949	0.86949	0.9454	0.9454	0.86949	0.9454	0.8997	0.86949	0.9454	0.92688
ECI1	0.6182	0.6182	0.59948	0.59948	0.6182	0.59948	0.58569	0.6182	0.59948	0.585455
ECI2	0.528245	0.528245	0.53059	0.53059	0.528245	0.53059	0.52076	0.528245	0.53059	0.44891
ECM1	0.90242	0.90242	0.85517	0.85517	0.90242	0.85517	0.84355	0.90242	0.85517	0.88556
ECM2	0.738125	0.738125	0.68625	0.68625	0.738125	0.68625	0.855375	0.738125	0.68625	0.74433
ECSCR	0.781275	0.781275	0.80218	0.80218	0.781275	0.80218	0.8997	0.781275	0.80218	0.70706
ECSIT	0.595495	0.595495	0.68625	0.68625	0.595495	0.68625	0.729635	0.595495	0.68625	0.60702
ECT2	0.2310575	0.2310575	0.29148	0.29148	0.2310575	0.29148	0.264645	0.2310575	0.29148	0.308125
EDA	0.2483	0.2483	0.27372	0.27372	0.2483	0.27372	0.34252	0.2483	0.27372	0.256555
EDA2R	0.37567	0.37567	0.26097	0.26097	0.37567	0.26097	0.35566	0.37567	0.26097	0.35031
EDAR	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDARADD	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDC3	0.40576	0.40576	0.46921	0.46921	0.40576	0.46921	0.45696	0.40576	0.46921	0.383825
EDC4	0.78674	0.78674	0.6699	0.6699	0.78674	0.6699	0.6538	0.78674	0.6699	0.69797
EDDM3A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDDM3B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDEM1	0.606685	0.606685	0.5982525	0.5982525	0.606685	0.5982525	0.5028	0.606685	0.5982525	0.70706
EDEM2	0.71499	0.71499	0.74838	0.74838	0.71499	0.74838	0.688275	0.71499	0.74838	0.71049
EDEM3	0.46516	0.46516	0.50623	0.50623	0.46516	0.50623	0.4695	0.46516	0.50623	0.50732
EDF1	0.958	0.958	0.95831	0.95831	0.958	0.95831	0.96552	0.958	0.95831	0.96029
EDIL3	0.3354075	0.3354075	0.34484	0.34484	0.3354075	0.34484	0.70667	0.3354075	0.34484	0.4655825
EDN1	0.750545	0.750545	0.77632	0.77632	0.750545	0.77632	0.5981375	0.750545	0.77632	0.84956
EDN2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDN3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EDNRA	0.35509	0.35509	0.41565	0.41565	0.35509	0.41565	0.81221	0.35509	0.41565	0.50732
EDNRB	0.80995	0.80995	0.7112275	0.7112275	0.80995	0.7112275	0.512025	0.80995	0.7112275	0.545635
EDNRB-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EEA1	0.604855	0.604855	0.476645	0.476645	0.604855	0.476645	0.55347	0.604855	0.476645	0.50532
EED	0.33049	0.33049	0.31844	0.31844	0.33049	0.31844	0.31219	0.33049	0.31844	0.33326
EEF1A1	0.99799	0.99799	0.998275	0.998275	0.99799	0.998275	0.998985	0.99799	0.998275	0.99731
EEF1A2	0.296655	0.296655	0.09435	0.09435	0.296655	0.09435	0.26728	0.296655	0.09435	0.088555
EEF1D	0.86028	0.86028	0.82944	0.82944	0.86028	0.82944	0.861275	0.86028	0.82944	0.81152
EEF1E1	0.38303	0.38303	0.4446725	0.4446725	0.38303	0.4446725	0.415615	0.38303	0.4446725	0.37604
EEF2	0.99562	0.99562	0.99297	0.99297	0.99562	0.99297	0.994475	0.99562	0.99297	0.9905
EEFSEC	0.5557	0.5557	0.62581	0.62581	0.5557	0.62581	0.60137	0.5557	0.62581	0.563795
EEPD1	0.4380825	0.4380825	0.701945	0.701945	0.4380825	0.701945	0.539645	0.4380825	0.701945	0.56202
EFCAB1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB11	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB12	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB13	0.30972	0.30972	0.09435	0.09435	0.30972	0.09435	0.28443	0.30972	0.09435	0.23696
EFCAB14	0.74361	0.74361	0.7907	0.7907	0.74361	0.7907	0.81995	0.74361	0.7907	0.741475
EFCAB2	0.24568	0.24568	0.25666	0.25666	0.24568	0.25666	0.24266	0.24568	0.25666	0.088555
EFCAB4A	0.50365	0.50365	0.406635	0.406635	0.50365	0.406635	0.412195	0.50365	0.406635	0.37604
EFCAB4B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFCAB7	0.25762	0.25762	0.256035	0.256035	0.25762	0.256035	0.29828	0.25762	0.256035	0.23866
EFCC1	0.4247075	0.4247075	0.30875	0.30875	0.4247075	0.30875	0.412195	0.4247075	0.30875	0.2600775
EFEMP1	0.9267	0.9267	0.94053	0.94053	0.9267	0.94053	0.95259	0.9267	0.94053	0.93972
EFEMP2	0.82209	0.82209	0.69621	0.69621	0.82209	0.69621	0.76621	0.82209	0.69621	0.76449
EFHB	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.240255
EFHC1	0.45999	0.45999	0.42254	0.42254	0.45999	0.42254	0.49762	0.45999	0.42254	0.44891
EFHC2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFHD1	0.781275	0.781275	0.8374575	0.8374575	0.781275	0.8374575	0.92399	0.781275	0.8374575	0.70281
EFHD2	0.85671	0.85671	0.858315	0.858315	0.85671	0.858315	0.80034	0.85671	0.858315	0.918055
EFNA1	0.77715	0.77715	0.78946	0.78946	0.77715	0.78946	0.80034	0.77715	0.78946	0.70706
EFNA2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFNA3	0.3880475	0.3880475	0.09435	0.09435	0.3880475	0.09435	0.24394	0.3880475	0.09435	0.088555
EFNA4	0.511445	0.511445	0.36167	0.36167	0.511445	0.36167	0.349635	0.511445	0.36167	0.368685
EFNA5	0.38303	0.38303	0.3996525	0.3996525	0.38303	0.3996525	0.35465	0.38303	0.3996525	0.30215
EFNB1	0.750545	0.750545	0.78946	0.78946	0.750545	0.78946	0.7220175	0.750545	0.78946	0.785105
EFNB2	0.510075	0.510075	0.5724	0.5724	0.510075	0.5724	0.6643675	0.510075	0.5724	0.501855
EFNB3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFR3A	0.58421	0.58421	0.63164	0.63164	0.58421	0.63164	0.652495	0.58421	0.63164	0.664205
EFR3B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EFS	0.695515	0.695515	0.69324	0.69324	0.695515	0.69324	0.746705	0.695515	0.69324	0.615535
EFTUD1	0.433595	0.433595	0.383225	0.383225	0.433595	0.383225	0.42633	0.433595	0.383225	0.37989
EFTUD2	0.64221	0.64221	0.5893625	0.5893625	0.64221	0.5893625	0.438395	0.64221	0.5893625	0.59061
EGF	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EGFL6	0.09059	0.09059	0.3376725	0.3376725	0.09059	0.3376725	0.08815	0.09059	0.3376725	0.23397
EGFL7	0.91545	0.91545	0.93967	0.93967	0.91545	0.93967	0.95245	0.91545	0.93967	0.910145
EGFLAM	0.2909	0.2909	0.369155	0.369155	0.2909	0.369155	0.3904	0.2909	0.369155	0.276905
EGFLAM-AS2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EGFLAM-AS4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EGFR	0.81921	0.81921	0.71742	0.71742	0.81921	0.71742	0.688275	0.81921	0.71742	0.501855
EGLN1	0.68595	0.68595	0.706165	0.706165	0.68595	0.706165	0.703475	0.68595	0.706165	0.68847
EGLN2	0.672715	0.672715	0.65696	0.65696	0.672715	0.65696	0.6677475	0.672715	0.65696	0.645655
EGLN3	0.542285	0.542285	0.3996525	0.3996525	0.542285	0.3996525	0.249425	0.542285	0.3996525	0.48717
EGOT	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EGR1	0.927575	0.927575	0.593115	0.593115	0.927575	0.593115	0.919545	0.927575	0.593115	0.98334
EGR2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.2774	0.09059	0.09435	0.671765
EGR3	0.325185	0.325185	0.09435	0.09435	0.325185	0.09435	0.270045	0.325185	0.09435	0.5736375
EGR4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
EHBP1	0.497685	0.497685	0.559305	0.559305	0.497685	0.559305	0.59051	0.497685	0.559305	0.514705
EHBP1L1	0.62593	0.62593	0.7293675	0.7293675	0.62593	0.7293675	0.79931	0.62593	0.7293675	0.790555
EHD1	0.57523	0.57523	0.63659	0.63659	0.57523	0.63659	0.7366775	0.57523	0.63659	0.70107
EHD2	0.912445	0.912445	0.9704	0.9704	0.912445	0.9704	0.97016	0.912445	0.9704	0.95338
EHD3	0.09059	0.09059	0.3235	0.3235	0.09059	0.3235	0.39208	0.09059	0.3235	0.30605
EHD4	0.7116725	0.7116725	0.74661	0.74661	0.7116725	0.74661	0.7445625	0.7116725	0.74661	0.773175
EHF	0.30052	0.30052	0.09435	0.09435	0.30052	0.09435	0.08815	0.30052	0.09435	0.088555
EHHADH	0.09059	0.09059	0.33014	0.33014	0.09059	0.33014	0.251305	0.09059	0.33014	0.229925
EHMT1	0.492555	0.492555	0.4515	0.4515	0.492555	0.4515	0.40041	0.492555	0.4515	0.4089975
EHMT2	0.51682	0.51682	0.559305	0.559305	0.51682	0.559305	0.61162	0.51682	0.559305	0.54174
EI24	0.783015	0.783015	0.793725	0.793725	0.783015	0.793725	0.79331	0.783015	0.793725	0.74433
EID1	0.90917	0.90917	0.8745475	0.8745475	0.90917	0.8745475	0.93859	0.90917	0.8745475	0.898545
EID2	0.50365	0.50365	0.49283	0.49283	0.50365	0.49283	0.44478	0.50365	0.49283	0.45049
EID2B	0.35645	0.35645	0.27372	0.27372	0.35645	0.27372	0.30605	0.35645	0.27372	0.2726875
EID3	0.297545	0.297545	0.302245	0.302245	0.297545	0.302245	0.25466	0.297545	0.302245	0.32614
EIF1	0.9869	0.9869	0.97407	0.97407	0.9869	0.97407	0.97407	0.9869	0.97407	0.9703
EIF1AD	0.53145	0.53145	0.47131	0.47131	0.53145	0.47131	0.42905	0.53145	0.47131	0.47293
EIF1AX	0.74902	0.74902	0.69026	0.69026	0.74902	0.69026	0.71264	0.74902	0.69026	0.62171
EIF1AY	0.09059	0.09059	0.423685	0.423685	0.09059	0.423685	0.410905	0.09059	0.423685	0.429345
EIF1B	0.86949	0.86949	0.809905	0.809905	0.86949	0.809905	0.82836	0.86949	0.809905	0.81734
EIF2A	0.7668425	0.7668425	0.773805	0.773805	0.7668425	0.773805	0.815125	0.7668425	0.773805	0.75007
EIF2AK1	0.71499	0.71499	0.71279	0.71279	0.71499	0.71279	0.70999	0.71499	0.71279	0.73502
EIF2AK2	0.42606	0.42606	0.457135	0.457135	0.42606	0.457135	0.462245	0.42606	0.457135	0.433595
EIF2AK3	0.47206	0.47206	0.3778025	0.3778025	0.47206	0.3778025	0.3677725	0.47206	0.3778025	0.4565325
EIF2AK4	0.42305	0.42305	0.46129	0.46129	0.42305	0.46129	0.475945	0.42305	0.46129	0.47816
EIF2B1	0.74142	0.74142	0.73358	0.73358	0.74142	0.73358	0.7445625	0.74142	0.73358	0.727135
EIF2B2	0.50365	0.50365	0.566695	0.566695	0.50365	0.566695	0.62059	0.50365	0.566695	0.54174
EIF2B3	0.46516	0.46516	0.61405	0.61405	0.46516	0.61405	0.637525	0.46516	0.61405	0.54999
EIF2B4	0.56459	0.56459	0.57442	0.57442	0.56459	0.57442	0.52271	0.56459	0.57442	0.517765
EIF2B5	0.67943	0.67943	0.62805	0.62805	0.67943	0.62805	0.57653	0.67943	0.62805	0.60357
EIF2D	0.64221	0.64221	0.7418	0.7418	0.64221	0.7418	0.806095	0.64221	0.7418	0.6778275
EIF2S1	0.6033325	0.6033325	0.641085	0.641085	0.6033325	0.641085	0.606685	0.6033325	0.641085	0.563795
EIF2S2	0.85869	0.85869	0.84735	0.84735	0.85869	0.84735	0.815125	0.85869	0.84735	0.82787
EIF2S3	0.86266	0.86266	0.8231	0.8231	0.86266	0.8231	0.88191	0.86266	0.8231	0.81152
EIF3A	0.8802	0.8802	0.90436	0.90436	0.8802	0.90436	0.8744125	0.8802	0.90436	0.84487
EIF3B	0.76535	0.76535	0.751705	0.751705	0.76535	0.751705	0.657145	0.76535	0.751705	0.67618
EIF3C	0.26272	0.26272	0.275095	0.275095	0.26272	0.275095	0.28826	0.26272	0.275095	0.25313
EIF3D	0.92336	0.92336	0.90166	0.90166	0.92336	0.90166	0.92221	0.92336	0.90166	0.87954
EIF3E	0.890625	0.890625	0.879765	0.879765	0.890625	0.879765	0.91862	0.890625	0.879765	0.86911
EIF3F	0.79898	0.79898	0.75007	0.75007	0.79898	0.75007	0.8075975	0.79898	0.75007	0.75007
EIF3G	0.89494	0.89494	0.888085	0.888085	0.89494	0.888085	0.89904	0.89494	0.888085	0.862605
EIF3H	0.840625	0.840625	0.80093	0.80093	0.840625	0.80093	0.86545	0.840625	0.80093	0.80533
EIF3I	0.93026	0.93026	0.94426	0.94426	0.93026	0.94426	0.9400925	0.93026	0.94426	0.92286
EIF3J	0.67741	0.67741	0.70779	0.70779	0.67741	0.70779	0.70165	0.67741	0.70779	0.650935
EIF3J-AS1	0.442545	0.442545	0.3861575	0.3861575	0.442545	0.3861575	0.475945	0.442545	0.3861575	0.37604
EIF3K	0.89494	0.89494	0.89604	0.89604	0.89494	0.89604	0.91	0.89494	0.89604	0.88215
EIF3L	0.94379	0.94379	0.9271375	0.9271375	0.94379	0.9271375	0.957675	0.94379	0.9271375	0.92473
EIF3M	0.7116725	0.7116725	0.63816	0.63816	0.7116725	0.63816	0.68466	0.7116725	0.63816	0.6311725
EIF4A2	0.86028	0.86028	0.903255	0.903255	0.86028	0.903255	0.92399	0.86028	0.903255	0.831735
EIF4A3	0.664755	0.664755	0.7096375	0.7096375	0.664755	0.7096375	0.6295	0.664755	0.7096375	0.68679
EIF4B	0.93481	0.93481	0.92923	0.92923	0.93481	0.92923	0.93539	0.93481	0.92923	0.890625
EIF4E	0.24099	0.24099	0.27015	0.27015	0.24099	0.27015	0.26942	0.24099	0.27015	0.27021
EIF4E2	0.436735	0.436735	0.49619	0.49619	0.436735	0.49619	0.50488	0.436735	0.49619	0.49012
EIF4E3	0.3683825	0.3683825	0.349385	0.349385	0.3683825	0.349385	0.366415	0.3683825	0.349385	0.351545
EIF4EBP1	0.78674	0.78674	0.8399	0.8399	0.78674	0.8399	0.69341	0.78674	0.8399	0.76079
EIF4EBP2	0.8825725	0.8825725	0.85921	0.85921	0.8825725	0.85921	0.79817	0.8825725	0.85921	0.777325
EIF4ENIF1	0.51563	0.51563	0.46921	0.46921	0.51563	0.46921	0.48888	0.51563	0.46921	0.44704
EIF4G1	0.850295	0.850295	0.90702	0.90702	0.850295	0.90702	0.82836	0.850295	0.90702	0.8509025
EIF4G2	0.884135	0.884135	0.916225	0.916225	0.884135	0.916225	0.92914	0.884135	0.916225	0.91535
EIF4G3	0.606685	0.606685	0.662465	0.662465	0.606685	0.662465	0.618735	0.606685	0.662465	0.656505
EIF4H	0.95566	0.95566	0.94314	0.94314	0.95566	0.94314	0.94525	0.95566	0.94314	0.931155
EIF5	0.761345	0.761345	0.77494	0.77494	0.761345	0.77494	0.776525	0.761345	0.77494	0.68847
EIF5A	0.89617	0.89617	0.92251	0.92251	0.89617	0.92251	0.889825	0.89617	0.92251	0.91266
EIF5A2	0.34113	0.34113	0.2937825	0.2937825	0.34113	0.2937825	0.30605	0.34113	0.2937825	0.251305
EIF5B	0.691485	0.691485	0.7418	0.7418	0.691485	0.7418	0.73389	0.691485	0.7418	0.696705
EIF6	0.8655975	0.8655975	0.88334	0.88334	0.8655975	0.88334	0.88191	0.8655975	0.88334	0.87482
ELAC1	0.27593	0.27593	0.31084	0.31084	0.27593	0.31084	0.285935	0.27593	0.31084	0.24568
ELAC2	0.62785	0.62785	0.68264	0.68264	0.62785	0.68264	0.655435	0.62785	0.68264	0.66232
ELANE	0.34627	0.34627	0.376365	0.376365	0.34627	0.376365	0.36467	0.34627	0.376365	0.2600775
ELAVL1	0.526465	0.526465	0.59693	0.59693	0.526465	0.59693	0.5745875	0.526465	0.59693	0.547705
