Gene	MembraneAssociated	Dis_Min	Dis_Median	Dis_Mean	Dis_SD	Dis_Max	Dis_NumOutliers	Dis_PercOutliers	Dis_OutliersTopName	Out_Min	Out_Median	Out_Mean	Out_SD	Out_Max	Out_NumOutliers	Out_PercOutliersTop	Out_OutliersTopName	Difference.in.Median	Wilcoxon_Pvalue	HPA.Median	HPA.Mean	HPA....NA.	Protein.Expression.....Low.	Protein.Expression.....Medium.	Protein.Expression.....High.	Potential.Expression.in.Vital.Tissue
LIG4	Y	0.48985	0.76849	0.706451	0.147838040199402	0.85734	0	0%	NONE	0.2642	0.3111175	0.2991855	0.0311092050016283	0.328205	0	NA	 	0.4573725	0.00112272815294471	2	1.8695652173913	19.3%	46	38	2	NA
EPB41	Y	0.76028	0.8169	0.81137	0.0305824704692084	0.83517	0	0%	NONE	0.34252	0.36043	0.3785	0.028954182196475	0.41159	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.45647	0.00112272815294471	0	0	17.5%	0	0	0	NA
MRPS18A	Y	0.53169	0.755015	0.728036	0.137620718434762	0.86697	0	0%	NONE	0.276905	0.298705	0.3063085	0.0295185765004194	0.3376725	0	NA	 	0.45631	0.00112272815294471	2	1.51063829787234	17.5%	41	30	0	NA
PEX5L	Y	0.11898	0.546795	0.4838705	0.224838663659634	0.7291	1	20%		0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.456205	0.00112272815294471	1	0.829787234042553	17.5%	25	9	5	NA
SLC1A4	Y	0.68164	0.79987	0.799642	0.0846532005892275	0.89833	0	0%	NONE	0.26977	0.34384	0.3457085	0.103777004947307	0.61405	6	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.45603	0.00112272815294471	2	1.63829787234043	17.5%	36	27	14	NA
HSD17B10	Y	0.69873	0.86116	0.849157	0.0921694862468051	0.94128	0	0%	NONE	0.36244	0.4057175	0.4412325	0.0598528478506523	0.509215	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4554425	0.00112272815294471	2	2.36170212765957	17.5%	46	46	19	NA
MTSS1L	Y	0.650085	0.87095	0.814461	0.127408441655174	0.9351	0	0%	NONE	0.376365	0.4164275	0.4739255	0.110786796406682	0.600235	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4545225	0.00112272815294471	0	0.276595744680851	17.5%	11	2	0	NA
NUF2	Y	0.449525	0.54383	0.540705	0.0935477114231022	0.688865	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.45324	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
NOP14	Y	0.789835	0.82887	0.832559	0.0387867987206987	0.88882	0	0%	NONE	0.297055	0.37688	0.37006775	0.0381048839544297	0.398105	8	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.45199	0.00112272815294471	0	0.531914893617021	17.5%	22	3	0	NA
ZDHHC4	Y	0.47455	0.69658	0.646371	0.106575414636773	0.73315	0	0%	NONE	0.08815	0.24568	0.2162285	0.0674384187425832	0.250715	0	NA	 	0.4509	0.00112272815294471	1	0.808510638297872	17.5%	25	13	0	NA
CENPE	Y	0.373325	0.54111	0.5387365	0.123387228644216	0.71961	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.45052	0.00112272815294471	2	1.93478260869565	19.3%	42	35	12	NA
DDX6	Y	0.88605	0.9238	0.9177	0.0210848381544654	0.93719	0	0%	NONE	0.43651	0.4736275	0.4849475	0.0264713725088066	0.512945	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4501725	0.00112272815294471	2	2.08510638297872	17.5%	47	39	12	NA
HHIP	Y	0.3992475	0.540155	0.5358205	0.132143678745901	0.74629	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.449565	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
KIF4A	Y	0.412195	0.539725	0.5176665	0.099436313185878	0.653615	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.449135	0.00112272815294471	2	1.74468085106383	17.5%	44	26	12	NA
MSH2	Y	0.695625	0.77038	0.798369	0.106132854032105	0.9122	0	0%	NONE	0.314115	0.32174	0.334502	0.0397478531355957	0.44026	2	NA	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44864	0.00112272815294471	2	2.02127659574468	17.5%	47	46	2	NA
CD27	Y	0.31485	0.538565	0.594949	0.233971065315778	0.87864	1	20%		0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.447975	0.00112272815294471	0	0.191489361702128	17.5%	5	4	0	NA
GCNT4	Y	0.47671	0.5379125	0.5346345	0.0449083458418366	0.59288	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.4473225	0.00112272815294471	2	1.70212765957447	17.5%	43	34	3	NA
PRKCB	Y	0.7407	0.808365	0.815947	0.0560400354211166	0.89341	0	0%	NONE	0.24737	0.361495	0.3642805	0.104303215100388	0.503475	5	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44687	0.00112272815294471	0	0.404255319148936	17.5%	9	7	3	NA
KIF2A	Y	0.72751	0.84139	0.823271	0.0605358947650069	0.89163	0	0%	NONE	0.38183	0.39466125	0.39866475	0.0104047803149695	0.40993	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44672875	0.00112272815294471	2	1.70212765957447	17.5%	34	31	15	NA
TSHR	Y	0.460845	0.53674	0.564479	0.119964435063064	0.76419	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.44615	0.00112272815294471	0	0.0638297872340425	17.5%	1	1	1	NA
TRAF4	Y	0.71205	0.74661	0.811774	0.120102837310365	0.98671	0	0%	NONE	0.277435	0.301885	0.354677	0.0898993305870517	0.458315	4	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	0.444725	0.00112272815294471	1	1.27659574468085	17.5%	31	23	6	NA
GCSAM	Y	0.350865	0.53449	0.585833	0.239234254330353	0.94602	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.4439	0.00112272815294471	1	0.755555555555556	21.1%	28	6	0	NA
KIAA1524	Y	0.389585	0.53437	0.5562515	0.12569237013936	0.7018875	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.44378	0.00112272815294471	2	2.31914893617021	17.5%	46	45	18	NA
RHOF	Y	0.488325	0.5343	0.576468	0.096624118792877	0.72438	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.44371	0.00112272815294471	0	0.826086956521739	19.3%	22	11	5	NA
CD2AP	Y	0.722185	0.881725	0.829222	0.0994593027700275	0.93539	0	0%	NONE	0.41159	0.4380825	0.4383645	0.0324695695955801	0.512025	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4436425	0.00112272815294471	2	2	17.5%	41	36	17	NA
NUP50	Y	0.84107	0.89003	0.885452	0.0332351804568593	0.92361	0	0%	NONE	0.362965	0.44648	0.4535815	0.049273922337277	0.502685	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44355	0.00112272815294471	3	2.74468085106383	17.5%	47	44	38	NA
AGO2	Y	0.70111	0.772635	0.772535	0.0567493398640019	0.85399	0	0%	NONE	0.283555	0.33014	0.34487325	0.0357462381480361	0.38303	4	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	0.442495	0.00112272815294471	3	2.48936170212766	17.5%	45	42	30	NA
RAB15	Y	0.50204	0.67568	0.655676	0.106994691597294	0.79469	0	0%	NONE	0.08815	0.23346	0.2134685	0.0667951901981805	0.256035	0	NA	 	0.44222	0.00112272815294471	2	2	17.5%	45	40	9	NA
PTGDR2	Y	0.11898	0.5328	0.424702	0.28113537543326	0.74153	2	40%	Sample1,Sample4	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.44221	0.00112272815294471	0	0.170212765957447	17.5%	6	1	1	NA
SUCO	Y	0.6203875	0.79663	0.7589155	0.107911510223655	0.86193	0	0%	NONE	0.32742	0.35509	0.3464675	0.0173735260366007	0.374335	6	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44154	0.00112272815294471	2	1.57446808510638	17.5%	37	29	8	NA
VOPP1	Y	0.725875	0.772935	0.7856695	0.0524311023034038	0.8588675	0	0%	NONE	0.3036825	0.331415	0.33065475	0.0167177007178519	0.351545	5	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.44152	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
SLC38A5	Y	0.42988	0.535405	0.5552405	0.0999841640023559	0.686345	0	0%	NONE	0.08815	0.09435	0.1536825	0.079212542541149	0.24568	0	NA	 	0.441055	0.00112272815294471	1	1.08510638297872	17.5%	28	19	4	NA
GNL3L	Y	0.72022	0.76656	0.777306	0.0444506398154178	0.83201	0	0%	NONE	0.30215	0.3256375	0.324832	0.0108018351578691	0.3342975	0	NA	 	0.4409225	0.00112272815294471	2	2.38297872340426	17.5%	46	46	20	NA
GPC2	Y	0.434215	0.53045	0.514847	0.0638188824526096	0.577635	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.43986	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
HMGCR	Y	0.63149	0.81847	0.773614	0.117324341165847	0.91	0	0%	NONE	0.335455	0.3803225	0.3902695	0.0494213997986252	0.52466	9	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4381475	0.00112272815294471	2	2.04255319148936	17.5%	45	40	11	NA
OCIAD2	Y	0.71449	0.84407	0.816918	0.0636259928802687	0.87981	0	0%	NONE	0.34907	0.40593375	0.39191675	0.0410114875514234	0.46761	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.43813625	0.00112272815294471	1	1.28260869565217	19.3%	30	21	8	NA
DOCK8	Y	0.7601	0.82728	0.826298	0.0664622774211056	0.92151	0	0%	NONE	0.27849	0.3896575	0.35934325	0.074943625720808	0.4852175	6	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4376225	0.00112272815294471	1	1.08888888888889	21.1%	35	13	1	NA
MED4	Y	0.66951	0.85067	0.813362	0.0842731295847022	0.88302	0	0%	NONE	0.40053	0.413255	0.4138	0.0144827614002917	0.44175	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.437415	0.00112272815294471	3	2.5531914893617	17.5%	46	45	29	NA
HBS1L	Y	0.58062	0.79476	0.752873	0.114577305104458	0.85507	0	0%	NONE	0.30923	0.35836	0.356055	0.0243972547977568	0.3778025	9	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.4364	0.00112272815294471	3	2.48936170212766	17.5%	47	46	24	NA
PTPN2	Y	0.5994	0.73747	0.715233	0.0734341543152776	0.788355	0	0%	NONE	0.275095	0.30277	0.302811	0.0132639203187528	0.330855	0	NA	 	0.4347	0.00112272815294471	2	2.08510638297872	17.5%	47	45	6	NA
INO80	Y	0.65569	0.80717	0.7808445	0.0936372085564814	0.87883	0	0%	NONE	0.355495	0.3746725	0.38981875	0.0263003429226164	0.41968	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4324975	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
ARID2	Y	0.6314	0.77146	0.763093	0.0929361042329621	0.87774	0	0%	NONE	0.31527	0.339035	0.344404	0.0185580489874939	0.363535	8	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.432425	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
FHIT	Y	0.365335	0.52299	0.496438	0.1171340263651	0.62252	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.4324	0.00112272815294471	2	1.8	21.1%	44	33	4	NA
PTPN6	Y	0.689895	0.83162	0.826193	0.0966367632943074	0.96118	0	0%	NONE	0.287865	0.3994775	0.3976215	0.117958068869361	0.632645	5	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4321425	0.00112272815294471	0	0.446808510638298	17.5%	12	5	4	NA
SEPHS1	Y	0.74848	0.83077	0.828887	0.0631229365603344	0.91637	0	0%	NONE	0.37281	0.39906	0.3971345	0.0261051021460472	0.452195	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.43171	0.00112272815294471	3	2.57446808510638	17.5%	46	44	31	NA
SVIP	Y	0.45493	0.68954	0.620972	0.12320049784802	0.74142	0	0%	NONE	0.24266	0.2582875	0.259157	0.0184653925854105	0.29734	0	NA	 	0.4312525	0.00112272815294471	3	2.42553191489362	17.5%	46	44	24	NA
DHRS13	Y	0.4515	0.521555	0.523175	0.0516130707766938	0.58915	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.430965	0.00112272815294471	0	0.595744680851064	17.5%	21	7	0	NA
UBQLN2	Y	0.76335	0.78686	0.788711	0.0257808280026069	0.828755	0	0%	NONE	0.33552	0.3559225	0.370419	0.0356026768500472	0.40993	9	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.4309375	0.00112272815294471	2	2.24444444444444	21.1%	45	41	15	NA
CNTRL	Y	0.59972	0.80516	0.783411	0.142060530690266	0.9237	0	0%	NONE	0.33264	0.3745075	0.3732075	0.0381555529124603	0.413125	6	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4306525	0.00112272815294471	2	1.76595744680851	17.5%	46	37	0	NA
LRRC38	Y	0.1376	0.52007	0.474835	0.199367516536672	0.66739	1	20%		0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.42948	0.00112272815294471	0	0.106382978723404	17.5%	2	2	1	NA
NUP153	Y	0.82779	0.89503	0.896936	0.0659506696705955	0.96396	0	0%	NONE	0.432255	0.4656825	0.4786425	0.027665420428759	0.50862	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.4293475	0.00112272815294471	3	2.59574468085106	17.5%	47	47	28	NA
SLC16A1	Y	0.66276	0.745815	0.759989	0.0934671488679311	0.858555	0	0%	NONE	0.25313	0.31751875	0.32237825	0.0293672971945647	0.3483175	4	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.42829625	0.00112272815294471	1.5	1.45652173913043	19.3%	34	23	10	NA
