Gene	MembraneAssociated	Dis_Min	Dis_Median	Dis_Mean	Dis_SD	Dis_Max	Dis_NumOutliers	Dis_PercOutliers	Dis_OutliersTopName	Out_Min	Out_Median	Out_Mean	Out_SD	Out_Max	Out_NumOutliers	Out_PercOutliersTop	Out_OutliersTopName	Difference.in.Median	Wilcoxon_Pvalue	HPA.Median	HPA.Mean	HPA....NA.	Protein.Expression.....Low.	Protein.Expression.....Medium.	Protein.Expression.....High.	Potential.Expression.in.Vital.Tissue	Rank_Metric
RELT	Y	0.49129	0.519875	0.543963	0.0639380281600864	0.65458	0	0%	NONE	0.08815	0.1680175	0.17447875	0.0883496933847569	0.3124975	0	NA	 	0.3518575	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	1.03788300038312
PCDH9	Y	0.4395525	0.587985	0.6207565	0.15584705911967	0.85662	0	0%	NONE	0.09059	0.23771	0.1835805	0.0805848170304638	0.270045	0	NA	 	0.350275	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	1.03321505995808
NKD2	Y	0.51018	0.6257	0.63839	0.116587111584	0.77486	0	0%	NONE	0.229925	0.27768	0.2933635	0.0347120491448335	0.33014	0	NA	 	0.34802	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	1.02656342921022
CD1C	Y	0.1376	0.513375	0.494361	0.270251907079303	0.87774	1	20%		0.09059	0.09435	0.142795	0.115044667750304	0.438395	1	NA	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	0.419025	0.00366441432635462	NA	NaN	100%	NA	NA	NA	NA	1.02074298405609
ITK	Y	0.38437	0.52662	0.576575	0.181888026612529	0.76966	0	0%	NONE	0.08815	0.182815	0.185079	0.0969852846169058	0.27849	0	NA	 	0.343805	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	1.01413033670369
MCTS1	Y	0.50784	0.59807	0.622596	0.113571892781621	0.78206	0	0%	NONE	0.248935	0.26167	0.260818	0.0117245666112749	0.272275	0	NA	 	0.3364	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.992287620212396
SEC61A2	Y	0.44043	0.556095	0.545058	0.0691508389862336	0.633045	0	0%	NONE	0.09435	0.230345	0.191411	0.0848803669158998	0.269005	0	NA	 	0.32575	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.960873044840036
CD28	Y	0.11846	0.77011	0.624536	0.365068086978306	0.97513	1	20%		0.09435	0.25087	0.204649	0.104721439643996	0.39896	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.51924	0.0145314062543909	0	0.152173913043478	19.3%	5	2	0	NA	0.954203378664986
NCDN	Y	0.46737	0.53241	0.558196	0.0765320852976057	0.65569	0	0%	NONE	0.09059	0.2324725	0.1882985	0.084969218611147	0.26392	0	NA	 	0.2999375	0.00112272815294471	0	0.195652173913043	19.3%	4	4	1	NA	0.884733258286134
PXMP2	Y	0.46254	0.54263	0.557108	0.0869164309552573	0.68341	0	0%	NONE	0.22567	0.245	0.289542	0.0635588758204199	0.363075	4	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.29763	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.877926766955456
FUT4	Y	0.50396	0.57405	0.5685975	0.0504827862369937	0.6421	0	0%	NONE	0.246375	0.2772925	0.2752275	0.010778952549091	0.28204	0	NA	 	0.2967575	0.00112272815294471	0	0.170212765957447	17.5%	6	1	1	NA	0.875353131555232
CD83	Y	0.35453	0.664065	0.619534	0.154216052074679	0.73743	0	0%	NONE	0.09059	0.25547	0.260953	0.246252242406034	0.91445	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.408595	0.00750625147342824	0	0.234042553191489	17.5%	6	5	0	NA	0.868091494371117
ARIH2OS	Y	0.47002	0.533885	0.560527	0.0888975611026534	0.69866	0	0%	NONE	0.24148	0.254355	0.261703	0.0143477203377013	0.27769	0	NA	 	0.27953	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.824536737449379
TDP1	Y	0.443935	0.546795	0.550157	0.0841212394850433	0.67943	0	0%	NONE	0.24482	0.2758325	0.2733025	0.0268148022192139	0.30052	0	NA	 	0.2709625	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.799264965195605
IFI27L1	Y	0.457755	0.528245	0.5148065	0.0558664514601563	0.59406	0	0%	NONE	0.24713	0.258665	0.25677525	0.00920658508668299	0.2693025	0	NA	 	0.26958	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.795186969847972
NOC4L	Y	0.48997	0.56286	0.574457	0.0896103318261907	0.72438	0	0%	NONE	0.257485	0.29571	0.293407	0.019592204118532	0.30875	0	NA	 	0.26715	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.788019137157377
CCDC136	Y	0.1376	0.540895	0.457172	0.225264166441314	0.6905	2	40%	Sample3,Sample4	0.088555	0.173625	0.1755785	0.0902462305168476	0.27823	0	NA	 	0.36727	0.00750625147342824	0	0.212765957446809	17.5%	4	4	2	NA	0.780293354391708
FBXO45	Y	0.4250025	0.54511	0.5552485	0.117700141349745	0.675425	0	0%	NONE	0.2693025	0.2878125	0.2875485	0.00812268490094255	0.3036825	0	NA	 	0.2572975	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.75895696778121
BCL2A1	Y	0.3563	0.528785	0.503164	0.0868744203865557	0.584105	0	0%	NONE	0.08815	0.1785625	0.2305835	0.214964001974103	0.789185	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.3502225	0.00750625147342824	NA	NaN	100%	NA	NA	NA	NA	0.744074629859368
CTSW	Y	0.42074	0.50611	0.535558	0.121518765145553	0.735355	0	0%	NONE	0.09435	0.24365	0.2042475	0.111242463646108	0.437795	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.26246	0.00168955450766876	0	0.297872340425532	17.5%	5	5	4	NA	0.727598906457447
LRRC37A3	Y	0.41403	0.517765	0.527074	0.111830755239782	0.683245	0	0%	NONE	0.2597875	0.2860775	0.281072	0.0212078465824955	0.31642	0	NA	 	0.2316875	0.00112272815294471	0	0	17.5%	0	0	0	NA	0.683414500618191
SLC25A51	Y	0.3677725	0.50139	0.4736025	0.0607218661706802	0.51213	0	0%	NONE	0.2310575	0.2726875	0.2852545	0.0557560493454397	0.345735	4	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	0.2287025	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA	0.674609570337769
CR1	Y	0.11846	0.63506	0.52489	0.378436865011854	0.94387	2	40%	Sample2,Sample4	0.08815	0.1792775	0.179258	0.0939838746570685	0.27021	0	NA	 	0.4557825	0.0352668668888986	0	0.25531914893617	17.5%	6	6	0	NA	0.66208475564225
